category,cost,leads
search,0.9757,0
search,0.0533,0
jkl,0.0022,0
social,0.0724,0
jkl,0.0006,0
social,3.5911,5
jkl,0.001,0
social,1.7152,2
social,248.3015,29
search,1.3996,0
search,0.1343,0
search,15.3935,2
jkl,0.3652,0
jkl,0.0003,0
social,2.3974,0
social,0.0206,0
jkl,0.1229,0
jkl,3.8273,0
search,0.1312,0
,0.0032,0
jkl,0.017,0
jkl,0.2367,0
search,5.9652,0
influencer,0.6819,0
search,0.8895,0
social,18.2768,3
influencer,4.3603,0
influencer,1.4888,0
search,0.5752,0
influencer,0.0199,0
influencer,0.5755,0
search,0.3327,0
jkl,0.1071,0
jkl,10.118,3
social,0.0919,0
influencer,2.1205,1
jkl,0.5075,0
jkl,0.0081,0
jkl,0.0182,0
social,0.0066,0
jkl,0.0006,0
search,6.7448,0
social,2.6338,0
jkl,4.0059,1
social,0.6838,0
influencer,0.5152,0
search,0.1681,0
influencer,0.2423,0
influencer,353.8064,94
influencer,46.7762,29
influencer,0.011,0
influencer,40.009,17
social,76.4542,7
social,1.5051,2
search,1.2143,1
social,0.0635,0
social,0.1382,0
social,59.9601,10
search,0.2856,0
search,0.7657,0
social,47.7156,64
,0.002,0
jkl,0.8089,0
influencer,0.0388,0
jkl,0.0076,0
search,4.4471,6
influencer,0.5709,0
jkl,0.0007,0
jkl,0.0017,0
social,0.4174,0
social,32.1949,63
influencer,0.7755,0
social,0.0159,0
search,0.2226,0
social,3.8354,0
jkl,0.0523,0
search,0.5596,0
influencer,1.315,1
influencer,4.2985,1
influencer,0.006,0
jkl,0.0031,0
jkl,23.9892,7
jkl,0.5874,0
social,7.5332,2
social,0.5785,0
social,0.1184,0
search,0.2791,0
social,0.3899,0
search,0.2899,0
social,26659.9,115
social,0.4807,0
social,15.5158,5
jkl,0.0386,0
search,6.3521,1
jkl,0.005,0
social,0.0049,0
social,47.0555,58
influencer,0.3249,0
influencer,0.3465,0
search,0.112,0
,0.0016,0
search,0.3447,0
jkl,0.0059,0
search,1.5536,1
influencer,0.1744,0
search,5.6781,1
influencer,150.2222,20
social,0.1689,0
jkl,0.0006,0
search,0.2659,0
jkl,0.0045,0
influencer,32.9236,56
social,0.0002,0
social,2.8051,4
influencer,0.0008,0
social,0.0188,0
social,1.4689,1
social,0.0119,0
jkl,0.003,0
influencer,2.7357,0
search,0.4217,0
social,1.3433,1
jkl,0.0038,0
search,0.7137,1
search,0.0498,0
social,11.6854,2
search,0.2108,0
social,7398.26,102
influencer,0.0019,0
influencer,4.437,1
jkl,1.3113,0
jkl,0.0054,0
jkl,0.5066,0
influencer,0.613,0
social,2.9297,3
social,0.5223,0
social,6.3231,0
jkl,10.3423,3
social,0.4097,0
social,2.1069,2
influencer,0.3311,0
jkl,0.987,0
influencer,8.2861,5
influencer,0.1968,0
influencer,0.0553,0
search,1.0594,1
social,0.0145,0
search,0.5786,0
jkl,0.0007,0
jkl,0.0169,0
social,0.7264,0
social,1.0296,0
influencer,9.9485,3
influencer,44.1497,26
jkl,0.0354,0
jkl,0.003,0
influencer,0.0012,0
search,1.6964,0
jkl,0.0253,0
social,0.0001,0
influencer,0.002,0
jkl,0.001,0
influencer,0.0092,0
influencer,1.401,2
social,124.4215,19
social,0.0013,0
influencer,38.6859,19
search,0.349,0
jkl,0.3271,0
jkl,0.0006,0
influencer,0.8419,0
social,16.7974,3
social,0.0239,0
search,0.8131,0
social,1.9153,0
social,1.7147,2
influencer,0.1123,0
influencer,10.3228,3
jkl,0.0683,0
jkl,19.2066,9
jkl,0.7933,0
jkl,0.1824,0
social,0.0106,0
jkl,0.0379,0
social,0.411,0
social,0.0143,0
social,209.1904,22
search,0.0296,0
search,0.2577,0
search,0.0098,0
social,0.4796,0
influencer,0.1382,0
search,31.0779,3
search,0.0106,0
,0.0272,0
search,0.0004,0
social,0.2927,0
jkl,0.0045,0
search,1.4342,0
jkl,13.4435,6
social,2.3212,0
social,5.9365,1
search,1.5794,1
influencer,8.4417,6
social,47.6149,49
social,2.1446,1
jkl,0.0167,0
influencer,2.9137,1
social,27210.4,36
influencer,0.3465,0
social,3.9565,5
jkl,0.603,0
search,0.8123,1
search,0.0307,0
search,3.5066,0
social,1.0799,1
social,0.0002,0
social,0.0024,0
influencer,18.2234,3
influencer,0.4635,0
jkl,0.0496,0
influencer,9.9954,4
social,0.0006,0
jkl,0.4045,0
social,0.4029,0
social,3.1819,4
social,39.9845,58
search,2.9186,3
influencer,0.0749,0
jkl,0.0302,0
influencer,0.0736,0
search,1.0222,0
jkl,0.4149,0
influencer,0.0066,0
search,0.3551,0
jkl,1.986,0
jkl,0.2451,0
influencer,77803.8,180
influencer,0.6299,0
social,0.0012,0
social,2.0575,0
jkl,0.0378,0
social,0.0032,0
jkl,0.021,0
jkl,3.36,0
search,0.0083,0
search,12.6902,2
social,6.5431,2
social,0.4066,0
jkl,0.0013,0
social,0.097,0
search,9.86,1
,0.0008,0
jkl,0.0801,0
search,0.4892,0
social,74.6662,11
jkl,0.0016,0
influencer,0.0973,0
influencer,6.6968,1
jkl,0.1414,0
search,0.5823,0
influencer,3.4838,2
social,2857.1,6
social,0.0003,0
social,2.9314,2
influencer,0.0651,0
search,0.2999,0
social,0.1626,0
search,0.006,0
jkl,0.0056,0
search,0.1444,0
jkl,2.321,0
search,0.5034,0
social,3.4735,1
jkl,0.003,0
search,0.6609,0
search,0.1855,0
search,0.1871,0
social,0.1724,0
social,2.2901,4
jkl,0.0026,0
influencer,0.0901,0
influencer,30801.0,90
search,0.0133,0
influencer,0.0518,0
influencer,0.0058,0
social,5.7507,1
search,8.1147,9
jkl,0.0011,0
influencer,0.6512,0
jkl,0.006,0
jkl,12.2798,3
social,0.2259,0
search,0.5039,0
search,0.1441,0
influencer,0.0904,0
jkl,0.1469,0
influencer,1.7748,0
search,1.5463,0
jkl,0.0163,0
social,0.8477,1
social,17711.1,27
jkl,0.0055,0
jkl,26.4055,11
social,0.7523,0
jkl,0.0335,0
search,0.8085,1
influencer,0.5671,0
social,0.0005,0
social,9540.01,27
influencer,0.0846,0
search,0.8833,0
social,0.0009,0
influencer,287.8603,66
social,2.6499,3
influencer,1.9326,0
influencer,40.5081,17
influencer,0.0251,0
search,25.0917,4
influencer,6.1393,2
influencer,23.3992,38
social,0.0499,0
jkl,0.025,0
social,2.4157,2
search,1.1675,1
search,0.2895,0
,0.0006,0
influencer,0.0135,0
social,33.2626,40
search,0.0169,0
social,0.0022,0
search,1.419,1
search,0.6111,0
search,0.0024,0
jkl,2.7933,0
social,46.6368,5
influencer,0.0831,0
jkl,0.0032,0
,0.0096,0
search,0.8451,0
social,0.776,1
social,7.7799,10
jkl,0.0921,0
social,1.7305,3
influencer,0.0268,0
social,100.6187,10
influencer,0.4865,0
,0.0046,0
social,217.0274,18
search,0.1401,0
social,6.6391,7
social,0.0011,0
jkl,0.0071,0
search,3.5991,0
jkl,0.0003,0
jkl,0.1145,0
,0.0024,0
influencer,0.0386,0
influencer,0.748,0
social,0.0172,0
social,95536.2,132
search,0.0708,0
influencer,7.0033,2
influencer,4.5188,4
search,23.7987,4
search,0.0003,0
jkl,0.0147,0
,0.0024,0
social,4.7201,1
influencer,121652.0,378
social,0.0022,0
influencer,252.6148,48
influencer,170.1777,30
influencer,0.4169,0
search,3.2664,2
social,0.0219,0
social,0.3208,0
social,0.0688,0
influencer,7.3404,1
social,0.4633,0
jkl,0.196,0
social,4.0289,1
search,93.103,10
jkl,10.7194,3
influencer,0.0301,0
search,0.0094,0
social,0.7131,0
social,4.3357,4
,0.0008,0
social,5.902,1
jkl,3.9623,5
influencer,0.0077,0
social,0.2063,0
influencer,1.6039,0
search,1.8852,1
jkl,0.0142,0
social,212.6374,30
influencer,175.1472,51
jkl,0.2813,0
influencer,1.4512,0
influencer,0.035,0
influencer,0.9526,0
influencer,0.0072,0
search,0.5666,0
search,8.2339,1
jkl,0.0924,0
search,0.3641,0
search,0.0315,0
influencer,154.2699,55
social,40407.9,76
social,0.005,0
social,4950.74,12
social,4.8837,1
social,0.6009,0
influencer,0.0738,0
social,0.8637,1
influencer,0.1675,0
jkl,3.6613,0
influencer,8.4396,2
jkl,0.0678,0
influencer,0.0004,0
influencer,0.0625,0
influencer,2.2009,2
jkl,0.0491,0
social,0.2758,0
jkl,0.1295,0
social,38.9113,6
jkl,0.0429,0
social,2.4828,5
search,0.8121,1
search,0.0627,0
influencer,0.0012,0
social,0.8008,0
search,0.6476,0
jkl,0.0225,0
jkl,3.4804,0
influencer,0.4546,0
search,0.0979,0
,0.0016,0
influencer,0.0391,0
,0.0104,0
influencer,275.3454,182
influencer,22.1418,2
social,11.4923,3
social,1.3623,1
social,6.3664,1
social,1.1768,0
search,8.1247,1
social,1.5416,0
jkl,0.0019,0
influencer,0.6889,0
search,31.6968,5
influencer,0.0171,0
jkl,0.1821,0
search,0.0173,0
social,5.6926,1
influencer,0.9809,0
jkl,0.002,0
social,1.4066,1
jkl,0.005,0
jkl,0.0053,0
search,1.5266,1
jkl,0.0058,0
influencer,264.6005,51
jkl,0.0118,0
jkl,19.2678,9
social,4.5128,1
social,0.0024,0
social,99.7752,12
social,0.0131,0
social,8.3174,2
social,3.479,0
influencer,10.3518,3
jkl,19.8169,7
influencer,0.2088,0
influencer,0.0034,0
search,12.1964,23
social,3.8545,0
jkl,0.007,0
influencer,0.0075,0
social,0.6116,0
social,0.0644,0
social,0.0123,0
social,1.5724,0
jkl,0.0086,0
search,0.0975,0
,0.0024,0
social,0.0092,0
search,1.9347,2
jkl,1.3592,0
social,0.5463,0
search,1.4651,1
search,0.0939,0
social,6.1662,1
social,0.0022,0
social,1.484,1
social,88844.8,219
search,0.1845,0
search,18.3972,2
jkl,0.0006,0
social,5.5302,1
jkl,0.8325,0
social,1.0944,1
social,0.0018,0
social,0.9579,1
influencer,0.4274,0
social,2.4181,1
influencer,0.0225,0
jkl,0.0015,0
social,97.7842,10
social,6.3362,1
jkl,0.3917,0
search,0.009,0
search,3.86,1
search,0.1812,0
search,2.2311,0
jkl,4.1977,1
search,4.4937,0
,0.0008,0
search,0.0119,0
jkl,0.0123,0
search,0.0677,0
social,1.7041,0
search,0.099,0
influencer,0.5034,0
influencer,3.1693,2
social,0.5809,1
search,0.198,0
search,0.0118,0
jkl,0.4897,0
social,10.1571,3
social,0.1449,0
social,6.4349,6
influencer,0.1551,0
social,0.0072,0
social,2.8383,0
social,2.5006,0
influencer,0.7865,1
search,0.3166,0
search,1.2321,0
social,0.728,0
influencer,17.6357,10
jkl,0.0007,0
social,0.0147,0
jkl,0.0063,0
influencer,0.0314,0
search,0.1972,0
jkl,0.0006,0
search,17.3022,3
social,1238.09,3
search,0.0523,0
search,0.2387,0
social,0.0572,0
social,0.0275,0
social,2.5468,0
search,0.0016,0
social,2.0092,1
jkl,0.0799,0
social,0.9293,1
influencer,11.2081,4
jkl,0.5657,0
jkl,0.0993,0
social,0.0001,0
social,0.705,0
jkl,0.0023,0
,0.057,0
influencer,0.0117,0
jkl,1.6525,0
search,79.2585,6
search,0.1451,0
,0.0048,0
jkl,2.3534,3
search,0.8143,0
search,2.3988,0
jkl,0.0126,0
social,0.9386,0
jkl,0.0276,0
social,14.4782,3
social,2.5892,0
influencer,0.0233,0
influencer,0.6163,0
social,4.1947,1
influencer,0.0221,0
jkl,0.8548,0
search,14.1625,10
influencer,0.1207,0
jkl,0.0023,0
social,0.0093,0
jkl,0.0289,0
jkl,0.0006,0
jkl,0.5066,0
social,0.0007,0
search,0.0037,0
influencer,8.4679,3
search,0.6463,0
search,1.4508,0
search,2.5191,0
social,2.1234,3
search,0.0096,0
social,0.2157,0
influencer,8.2739,0
jkl,0.1092,0
social,0.1443,0
influencer,0.0119,0
search,1.1894,0
social,1.996,1
social,0.8322,0
jkl,0.0015,0
search,19.2779,27
influencer,36.8413,19
influencer,0.0005,0
social,1.4948,1
jkl,0.5373,0
influencer,0.1631,0
influencer,0.0153,0
influencer,23604.1,49
search,0.0572,0
jkl,0.003,0
social,1.5977,4
search,14306.2,18
social,4.6636,7
jkl,0.0275,0
social,8.0294,8
search,13.8641,10
jkl,0.1647,0
search,2.4561,0
social,3.8627,0
jkl,0.001,0
social,0.0012,0
search,0.0398,0
search,1.0631,0
social,0.0072,0
search,0.0788,0
social,0.5763,0
search,0.158,0
search,4.4063,1
influencer,13.6715,10
social,7.9585,5
social,1.7851,2
social,0.0197,0
,0.0016,0
social,0.0,0
jkl,0.0008,0
influencer,0.8694,0
search,0.6991,0
influencer,4.0201,1
search,0.1511,0
search,1.3635,1
influencer,1.2228,0
influencer,0.6673,0
social,0.0021,0
,0.0024,0
search,1.0693,1
social,2.6079,4
influencer,0.1498,0
social,5.326,1
search,0.0058,0
search,2.7592,1
social,89.4225,27
social,0.316,0
social,1.933,0
social,2.1529,1
social,0.2183,0
search,0.1895,1
social,5.3109,7
influencer,0.0012,0
jkl,0.001,0
social,3.483,0
jkl,0.0039,0
search,1.139,0
social,0.1077,0
influencer,0.0731,0
influencer,2.918,2
influencer,4.2074,2
influencer,7.2444,2
search,40.724,5
influencer,1.6967,1
influencer,6.1019,1
influencer,0.2698,0
social,0.0199,0
search,0.5178,0
social,14.0778,4
influencer,0.0479,0
social,2.1287,4
influencer,0.0004,0
,0.0032,0
influencer,74.8757,49
jkl,0.1638,0
search,1.4838,0
social,4.7417,6
influencer,11.1198,6
search,0.105,0
jkl,0.0284,0
influencer,47.5087,24
social,325444.0,655
search,0.2268,0
influencer,0.0272,0
jkl,0.0007,0
social,0.3952,0
search,0.6567,0
jkl,0.0026,0
search,0.2344,0
influencer,0.2475,0
social,3.836,8
jkl,0.0157,0
search,0.394,0
social,0.0008,0
jkl,0.0002,0
social,3.6903,1
influencer,0.0274,0
jkl,0.5241,0
jkl,0.7206,0
jkl,0.0135,0
jkl,0.8741,0
social,0.0493,0
jkl,0.0038,0
social,1.3684,1
jkl,0.6643,0
search,0.6981,0
social,6.3139,8
,0.0456,0
social,0.6904,0
influencer,0.0027,0
search,0.0145,0
social,33.7622,4
search,0.6339,0
search,0.0331,0
search,0.2715,0
influencer,0.1126,0
jkl,0.0222,0
jkl,0.0039,0
social,206.2611,17
search,0.0002,0
jkl,0.0003,0
search,0.7202,0
influencer,5.1022,3
jkl,0.2838,0
search,1.2645,0
search,0.3016,0
jkl,0.2689,0
search,0.047,0
jkl,0.0016,0
social,8.3011,2
influencer,0.056,0
search,0.2846,0
influencer,0.0272,0
influencer,0.4986,0
search,0.0079,0
social,3.0568,1
influencer,0.2602,0
social,10.9932,2
search,1.7333,1
influencer,0.0229,0
influencer,0.6346,0
social,0.6622,1
social,18.7733,4
search,0.0115,0
jkl,0.0059,0
social,0.0004,0
jkl,0.3193,0
social,0.0235,0
influencer,129.4658,18
jkl,0.008,0
social,0.386,0
influencer,0.2955,0
,0.0006,0
search,0.1575,0
influencer,8.9266,2
jkl,0.0017,0
influencer,0.5235,0
social,0.4605,0
search,1.4884,2
jkl,0.0075,0
jkl,8.9944,2
jkl,0.0982,0
search,64.7999,7
jkl,2.1562,0
search,1.4015,1
influencer,11.8691,12
social,0.1366,0
influencer,8.1043,1
influencer,0.0004,0
social,2.2734,0
search,1.9063,1
search,55.1415,6
search,0.1868,0
social,0.3812,0
influencer,0.0378,0
jkl,0.2565,0
jkl,0.002,0
influencer,0.1365,0
,0.0032,0
influencer,0.6379,0
influencer,0.5019,0
social,104.1033,31
influencer,1.1001,0
influencer,20.0941,19
influencer,0.0385,0
social,9.713,0
social,14.8978,12
influencer,0.0352,0
influencer,0.0437,0
jkl,0.5278,0
search,0.4074,0
social,0.0059,0
jkl,0.0074,0
social,0.481,0
search,0.1686,0
social,45.1723,47
jkl,0.6466,0
jkl,0.0095,0
jkl,0.0282,0
search,0.2201,0
influencer,184.0818,255
jkl,0.5545,0
search,3.2031,0
influencer,34.8456,3
jkl,0.0542,0
jkl,1.2978,0
search,2.5109,0
social,0.2035,0
influencer,0.7126,0
social,0.0015,0
social,6.3266,3
search,0.9028,1
jkl,0.0279,0
search,0.0119,0
social,2.204,4
search,10.2585,11
jkl,0.0095,0
jkl,0.2345,0
search,1.4807,2
social,0.0027,0
social,5.7888,2
jkl,0.0208,0
influencer,0.01,0
influencer,17.2492,18
influencer,0.0244,0
jkl,0.0122,0
influencer,1.5289,1
influencer,0.003,0
search,0.1156,0
influencer,1.0075,0
social,0.6876,0
influencer,0.6968,0
search,0.1293,0
social,130.1548,16
jkl,0.6051,0
jkl,0.0045,0
jkl,0.5024,0
influencer,142.0016,32
social,237.8715,41
social,160.2683,31
jkl,0.0115,0
jkl,0.1878,0
search,49.3065,9
social,1.2981,1
influencer,0.0061,0
influencer,0.0625,0
influencer,0.3061,0
social,2.2696,0
influencer,27.3991,3
jkl,0.9155,0
social,28.5111,54
social,1.6484,0
social,4.2713,1
jkl,0.2439,0
jkl,0.2756,0
search,0.1107,0
social,0.206,0
search,0.0104,0
search,34.4204,4
search,0.3222,1
search,0.0166,0
influencer,0.0024,0
jkl,2.481,0
search,0.0197,0
influencer,0.026,0
influencer,0.1307,0
search,0.0139,0
jkl,0.0454,0
jkl,0.7167,0
jkl,0.0122,0
search,0.0019,0
jkl,0.4571,0
social,0.7317,1
influencer,0.07,0
jkl,1.2656,0
search,0.0492,0
search,0.0713,0
social,0.0464,0
social,14.8465,3
social,1.9732,2
search,0.9417,0
search,0.3614,0
jkl,0.002,0
jkl,0.0005,0
jkl,0.0022,0
social,0.6821,0
influencer,0.2573,0
jkl,0.005,0
search,0.0047,0
search,24.7583,19
social,2.0779,3
influencer,0.6246,0
jkl,0.0025,0
social,18.3323,5
search,0.5895,0
search,0.9278,0
jkl,0.0057,0
social,0.0025,0
social,11.4685,3
social,0.0002,0
social,0.7905,0
search,32.0257,7
social,28.2017,6
jkl,0.2545,0
search,2.2275,0
social,42.6781,43
jkl,0.6319,0
influencer,0.1042,0
search,0.0268,0
search,0.2805,0
search,2.419,0
search,0.0436,0
search,0.6735,0
social,1.9467,1
social,0.0012,0
search,1.2928,0
jkl,0.0058,0
social,5.5073,6
search,0.0177,0
search,0.0142,0
,0.0032,0
jkl,0.013,0
search,4.1286,6
search,0.0185,0
social,2.5549,0
influencer,25.7399,12
influencer,0.3284,0
search,0.1023,0
influencer,0.1267,0
jkl,0.0001,0
jkl,0.347,0
jkl,0.0081,0
search,0.2455,0
jkl,0.0006,0
influencer,8.1238,6
influencer,0.0447,0
search,0.705,0
search,1.1105,0
jkl,0.0036,0
social,0.9701,0
social,0.0118,0
,0.0056,0
jkl,0.2877,0
search,0.4583,0
social,4.4924,6
influencer,0.088,0
social,0.0007,0
jkl,0.021,0
social,0.6476,0
social,0.1815,0
search,0.4677,0
social,9.6025,2
jkl,0.4314,0
influencer,5.3826,4
jkl,0.6864,0
influencer,0.2946,0
search,0.2776,0
jkl,0.1391,0
social,0.1191,0
influencer,0.0207,0
influencer,232.0296,126
search,0.0067,0
influencer,0.2691,0
jkl,0.005,0
social,0.0015,0
influencer,0.8425,0
search,0.0473,0
search,2.9871,0
search,0.6225,0
jkl,0.0191,0
influencer,1.2499,0
jkl,1.9358,0
social,4.8187,7
search,0.0108,0
social,1.061,0
jkl,0.0393,0
influencer,1.7207,0
jkl,0.0045,0
search,0.0093,0
jkl,0.0068,0
search,2.1853,1
social,0.048,0
social,0.4706,0
search,0.1875,0
influencer,0.3532,0
social,0.5166,0
jkl,4.6824,4
influencer,1.0254,0
search,0.8424,0
influencer,0.064,0
social,0.0046,0
search,11.9835,0
search,1.1072,0
search,1.0592,0
,0.0024,0
jkl,29.6162,11
social,2.025,3
search,0.3315,0
influencer,25.0705,3
jkl,0.1596,0
influencer,29962.2,49
search,0.0707,0
influencer,0.3815,0
influencer,22.4603,63
search,0.3681,0
jkl,0.0059,0
influencer,2.1567,2
influencer,0.0118,0
jkl,21.1196,10
influencer,0.0115,0
jkl,0.0253,0
jkl,0.1619,0
jkl,0.0068,0
influencer,9.998,8
search,0.0624,0
influencer,10.5309,7
social,35.5883,60
social,453.5336,61
social,0.0948,0
influencer,266.9145,78
social,4.326,1
social,139.1344,16
jkl,0.0034,0
influencer,0.0869,0
search,0.2124,0
influencer,1.8007,1
social,0.0091,0
search,0.0065,0
search,0.0034,0
jkl,0.0185,0
search,0.0001,0
social,6.1761,1
social,1.0498,2
social,3.1862,1
search,39.1453,4
search,4.5281,0
search,0.3527,0
,0.0072,0
social,0.3092,0
influencer,1.8444,0
search,6.0157,8
search,0.0034,0
social,125.5,14
search,0.1964,0
jkl,0.1039,0
influencer,1.6247,0
social,188.6789,21
social,0.27,0
social,1.5396,0
jkl,0.0442,0
search,2.8754,0
jkl,2.8429,0
influencer,0.3634,0
social,1.3184,0
,0.015,0
jkl,0.0375,0
influencer,0.0494,0
search,6.3502,1
search,3.3135,0
influencer,0.9727,0
search,0.4126,0
influencer,0.4687,0
influencer,0.0172,0
influencer,339.0445,102
jkl,0.0008,0
social,168064.0,247
jkl,13.4602,4
social,4.4939,0
jkl,0.0144,0
search,0.0088,0
influencer,0.0019,0
influencer,0.0003,0
jkl,0.0042,0
social,12.3721,2
influencer,62.2005,41
,0.0008,0
social,33.391,63
influencer,0.6479,0
search,1.0309,0
influencer,0.2044,0
social,0.0622,0
social,5.7288,2
jkl,9.5426,3
social,0.0043,0
social,59.0606,71
search,0.0442,0
search,0.5135,0
influencer,0.2759,0
search,0.0115,0
social,1.5948,2
search,200986.0,480
social,154.4095,31
social,0.6175,1
social,0.2777,0
influencer,0.3618,0
jkl,0.0135,0
social,7.3106,1
influencer,9892.77,21
social,0.9861,1
,0.0008,0
search,0.176,0
social,5.6058,1
influencer,0.4475,0
social,0.0471,0
influencer,3.374,0
social,211.4785,21
influencer,10.1288,2
social,0.0072,0
influencer,14.0834,10
jkl,0.005,0
search,23.5205,2
social,1.7561,2
influencer,0.202,0
search,0.7157,0
jkl,1.6042,0
search,0.0055,0
social,0.0007,0
search,0.5542,0
social,1.2676,1
influencer,13.2276,2
influencer,0.1231,0
jkl,0.0125,0
social,0.7125,0
jkl,0.0027,0
social,1.154,2
search,0.2982,0
influencer,18.0404,1
social,29457.5,60
search,0.0155,0
jkl,6.5244,7
influencer,6.1537,3
search,0.009,0
search,0.0126,0
influencer,0.0307,0
influencer,0.9959,0
search,0.0102,0
influencer,0.0422,0
jkl,0.099,0
social,5.7801,9
influencer,0.6532,0
social,5.0159,2
jkl,0.0032,0
search,0.0612,0
social,0.4901,0
influencer,1.5236,1
influencer,0.4228,0
search,0.0176,0
influencer,38.9031,20
influencer,6.3838,2
social,2.1609,0
social,0.0068,0
jkl,0.0665,0
search,0.1051,0
jkl,0.1173,0
influencer,9.6925,7
social,61.3702,9
social,14.2545,2
search,0.1676,0
search,0.0151,0
social,0.4716,0
influencer,0.0186,0
search,0.5973,0
jkl,0.0193,0
influencer,0.0413,0
jkl,0.0369,0
social,27.8951,3
jkl,0.0162,0
social,0.0023,0
search,0.6012,0
social,0.3893,0
search,0.2934,0
social,4.4812,0
search,0.0602,0
media,44731.7,84
social,0.4782,0
jkl,0.0057,0
search,0.7827,0
social,28.1101,6
influencer,232.9632,34
social,0.385,0
influencer,0.005,0
search,1.2712,0
jkl,1.8608,1
search,0.7474,0
jkl,0.142,0
jkl,0.0207,0
influencer,0.0008,0
social,10.1663,2
social,0.7725,0
social,0.0002,0
search,0.1449,0
influencer,25.7392,18
influencer,11.0017,3
,0.0016,0
influencer,0.2887,0
search,0.2439,0
jkl,5.1483,1
social,121.8893,27
search,0.148,0
social,0.0028,0
influencer,5.7216,1
social,41.8359,68
social,0.0156,0
social,54.9562,4
influencer,0.0424,0
social,1.8671,3
influencer,2.1315,0
search,0.1907,0
social,0.1777,2
social,3.7535,5
search,0.6033,0
influencer,0.279,0
,0.0008,0
social,1.4786,2
jkl,0.0217,0
influencer,42311.5,60
social,1.4045,0
social,2.6093,1
jkl,20.6891,13
social,172.1183,27
jkl,1.8889,0
search,0.4989,0
social,0.002,0
search,2.5706,0
influencer,0.0156,0
search,2.449,1
influencer,0.0159,0
,0.0008,0
jkl,0.0704,0
social,0.019,0
influencer,0.9156,0
social,0.0368,0
jkl,0.0021,0
social,1.9826,0
jkl,0.0015,0
search,0.025,0
influencer,2.0568,2
jkl,0.0019,0
search,0.0737,0
influencer,0.4444,0
influencer,19.961,3
social,0.9826,1
social,0.4252,1
,0.0024,0
influencer,0.2731,0
search,2.8185,1
jkl,2.5462,1
jkl,0.0365,0
social,0.3442,0
jkl,0.2714,0
jkl,1.5535,0
search,20.9539,4
influencer,0.0425,0
jkl,1.0753,0
social,2.6571,3
social,3.6616,2
jkl,0.8549,0
social,5.7794,1
jkl,0.1131,0
media,339735.0,840
search,0.9485,0
search,1.4803,1
influencer,0.5695,1
search,1.4023,0
search,0.3486,0
search,0.8156,1
search,0.3281,0
search,0.0116,0
influencer,207.2942,90
influencer,880357.0,1666
social,4.4805,5
social,0.0184,0
influencer,0.063,0
,0.0006,0
influencer,0.0296,0
search,11.1108,1
,0.0192,0
influencer,3.2634,0
jkl,0.5092,0
influencer,1.4062,0
social,1.4446,0
influencer,6.7155,3
search,0.3506,1
search,0.2145,0
jkl,0.0238,0
influencer,286.1563,57
social,8.6151,9
social,0.0089,0
influencer,1.1129,0
jkl,0.0011,0
jkl,0.0017,0
social,0.0908,0
jkl,0.0418,0
jkl,5.4907,0
social,122.2659,26
social,0.6658,0
jkl,1.4077,0
influencer,8.2638,5
,0.0304,0
jkl,0.0007,0
jkl,1.1071,0
influencer,0.7857,0
search,4.8949,0
search,31.1351,3
influencer,0.0418,0
jkl,0.0037,0
social,0.0012,0
jkl,3.6921,4
search,0.5662,0
search,1.4798,0
search,0.2164,0
jkl,0.0553,0
search,0.006,0
social,6.9805,2
social,212.9547,23
influencer,0.8523,0
social,2.1385,2
,0.0096,0
influencer,0.2352,0
search,0.8801,0
social,3.1734,0
social,0.0016,0
social,0.0633,0
jkl,0.0107,0
influencer,0.1276,0
social,2.5397,3
jkl,0.3611,0
social,2.3061,2
social,0.0884,0
social,18.5907,2
